intersect_smiles,qm9_id,al9_id
CC1=C(C#N)CCC1C,93604,4664921
COC1C(=O)CC1(C)C,109439,7656656
C#CC(=O)CCCC#N,42491,4521233
C#CC12CCN1CC2O,92411,7228738
C#CC1(CC#N)CCC1,36049,3452750
CC(C)OC1CC1(C)O,60172,3566720
C#CCCOC(C)(C)C,57553,1267504
C1CCC2OCCC2C1,42020,2607991
CCCC(CO)COC,118578,4040263
CC(=O)C(O)C(C)CO,100714,1988206
CCc1cc(C)[nH]c1C,31018,4171253
OC1CCC2(CC1)CC2,94840,7315593
C1COC(C2COC2)C1,39688,3934786
CCCC1=CCC(=O)C1,119806,2983591
CC(C)(O)C(C)(C)C#N,57334,397892
CNC(=O)C1=CNCC1,98568,9698213
OC1COCC2OCC12,96193,7671481
CCC(C)CCC(C)=O,101776,7133482
CC1(CO)CCC1C#N,104240,558668
C#CC(=O)COCCC,122763,8590985
CC1=C2CCC2CCC1,74031,1231149
C#CC1C(C)C(=O)C1O,75987,2038604
O=C1CC2OCC2CO1,47044,6315145
COC1COC1(C)CO,115607,5941372
CCOC(CC)C(C)C,118472,8108796
CCCC1=CC(O)CC1,119772,3409257
N#CCC(O)C1CCO1,61270,5920068
Cc1ccc(F)cc1F,132522,480655
CCNC(=O)CC(C)O,117339,8063305
C#CC(O)C1CC=CC1,57011,6425315
CC1CCCC=CC1O,96234,4853829
COC1(C)CCC2CC21,104314,9486804
CC1=CC=CCC(=O)C1,75034,3479490
C#CC1(C)COCC1C,95914,7077130
CC(C)(C)C12CCC1C2,57384,1179007
CCC1(O)CC(C)C1=O,103612,3252347
CC1=CC2C=CCC2C1,74679,2080860
CC1OCC1OCCO,122627,6728823
COC1C=CCOC1=O,112107,7605923
COC1CCC=CCO1,116056,6180181
C#CCc1ncc(C)o1,28677,288954
CC1=CC(=O)CCC1O,93398,1297506
CC1(C#N)CC2CC2C1,65575,3100844
CC1CC1(O)C(O)CO,100962,6167207
Cc1c[nH]c(=O)c(C)n1,29128,3480178
CC#CC1C2CC(=O)C12,53135,403195
C#CC1C=CCCCC1,35943,3287286
CCC12CCC1CCO2,108501,3526272
CC12CC(CO)CC1C2,114686,1082552
N#CCC1NCCC1=O,47464,5747739
OCC1COCCC1O,116472,7476917
CC1CNC(=O)NC1C,93506,6868130
COC1C2OCC(O)C12,111695,7702255
CC1C(=O)CN1CC#N,77050,4701319
CN1CC2OC(CO)C21,114521,9931206
CC1CCOC(C)C1O,95802,7069793
CC1=CC=CCC(C)=C1,74303,390960
CC1CCC12OCC2=O,94401,6948169
CC1CCCC1(C)C#N,95907,5462971
N#CC(O)C12CCC1C2,56781,6621758
CC1CC(=O)OC(C)C1,86448,6926500
COC1CC12CC(=O)C2,113422,7339867
COCc1[nH]cnc1C,32763,7174216
C1CCC2CC(C1)CO2,41819,1279557
CC1=CCC(=O)CCC1,75114,391987
CC1C=CCC(C#N)C1,86965,5143581
Cc1cncc(O)c1O,28891,1751369
C1#CCOCCC=CC1,42074,779142
COC1(C)CCCC1O,104413,9135956
C#CC12CCCC1OC2,34398,1439996
O=CNC1CC2CCC21,51671,4780779
N#CC#CCC1CC1O,88903,5011320
CCOC1C(O)C1OC,119989,8660662
CC1OCC1C(=O)CO,98832,7031356
CC1C(=O)C2CC2C1O,81914,969338
CCC1(CC)C=CCC1,104864,1191292
C#CC1CC2CC(=O)C12,44720,5127828
CC(CO)C1C=CCO1,101455,1564407
CC1CCC(CC#N)C1,94042,5531156
O=C1C=CCCC1=NO,22796,7556895
O=c1occ(C2CC2)o1,25037,5135230
C1OCC(C2CC2)CO1,40825,970460
CC1CC2C(=O)CCC12,90733,4880559
O=C1CCCC2CCN12,47588,5637701
CC1C(O)C1(C)CC#N,76427,3466729
CN1C=CC=CNC1=O,84734,8342345
C#CC1CC1(O)C(C)=O,54161,861883
CCCNC(=O)COC,121739,8274117
C#CC1CCC(C)C1O,93629,4510997
O=C1COC2C=CC1C2,46842,4542616
CC(O)c1ccc(O)[nH]1,26235,2302064
CC12CC1COCC2=O,70688,618433
CCC1(C)C=CC2CC21,103509,3186801
C#CC(COC)C(N)=O,117525,4865608
CCC1C=CC(CO)O1,113091,532808
COC1CC(CC#N)C1,113046,7792167
C#CC(=O)CCNC=O,52376,5940229
CCC1CC(=O)OCO1,116064,2980660
CC1(NC=O)CCC1=O,65748,373513
C#CC12COC(CO1)C2,34301,2933198
CC(=O)C1(C)CC(=O)N1,54129,3663729
C#CC1=CC(=O)CNC1,47332,6600915
COC1C(O)C1C(C)=O,109754,7605738
CC1C=CC2CCC12O,84684,7585475
C#CCCCC1CCO1,36767,3884097
CCN1CC2NC(=O)C21,114496,8023442
COC12CC1C=CC2C,107332,8951726
COCC1OCC1(C)O,121147,5213030
N#CC12CCC1OC2=O,45403,6124736
C#CC1OCC(C#N)O1,35674,3027323
Cc1cc(C)n(C=O)n1,125498,1651490
C1OCC2CC2C2CC12,39415,3654720
C1CC1C1CCC12CC2,40761,2658750
Cc1nc(O)ccc1O,28483,274254
CCC1CCN1C(N)=O,115676,3378486
CNC(=O)OC1CC1C,99147,9580103
CC1(O)C2C=CC1CC2,63138,1398067
CC1CNC(C#N)CO1,94064,6353998
CCC1C(C)C1(O)CC,109678,4030343
CCC(C)C(C)C(N)=O,100719,6042944
CNC1(C(C)=O)COC1,105493,9536843
CC(=O)CC(C)NC=O,61859,2765732
N#CC1C(O)CC2CC21,91990,6200587
CC12CC1CC=CC2=O,70509,418879
N#CC1CC=CCCO1,35936,5537471
OCC#Cc1ccc[nH]1,30576,7276496
CC#Cc1nocc1C,124175,3512002
OCCC1(CO)CC1O,119071,7463532
CCc1ocnc1C#N,31196,2405645
CC#CCNC(C)C#N,53652,4270833
CC1(O)CC1OCCO,122438,307375
OC1CCC2=CCOC21,94903,7510589
COC1(C)CCC1C#N,104264,9823236
O=C1CCC12C(O)C2O,76537,4676623
N#CCNCCC1CC1,36805,5661297
N#Cc1cccc(O)n1,27611,4606640
C#CCc1c[nH]c(C)c1,28016,272458
COCC(=O)CCC#N,117434,7173873
COC1(CO)C2CCC21,104691,9014976
C#CC1(CC)CC1CC,113309,760736
C#CC12CC(C#N)C1C2,35295,969826
COC1(C)CC=CC1O,104094,9561674
CCOCCCC(C)O,123147,8766327
C#CC(O)C(C)CCO,117994,2453801
CC#CCC1CC1OC,113879,8010131
C#CCOc1cc[nH]n1,123392,940792
CC1OCC1(O)C1CC1,94204,6150409
C#CC(N)C(C#N)CO,99566,5977475
CCNc1ccoc1C,32795,8295261
C#CCNc1cnco1,24057,579231
C#CCN1C=CCC1=O,45769,5823188
OCC1C=CC2CC2C1,114768,7448057
NC(=O)C(CO)C1CC1,101934,4419173
C#CCCC(C)(C)CO,100127,1561108
CCC1C(=O)C2(C)CC12,111258,3146538
COCC(C)CC(C)=O,118202,4969905
CC1CC1CC1(C)CC1,88958,6044394
CC1C(=O)C(C)(C)C1C,76321,1834592
C1#CCCCC=CCC1,42066,587177
ON=C1CC=CCCC1,22840,7460355
CC1OCC(=O)C=C1N,93411,5883868
CC1OC2CC1CC2O,91740,6007294
OC1C2CC3C(O)C1N23,82596,4865004
C#CC1CCOCC1C,96393,6435990
C#CCC(CC)C(N)=O,102142,4403074
CC1OCC12C=CCO2,94452,5202735
CC12C=CCC1=CCO2,73525,263333
CCCC(=O)NC(C)C,117336,3739055
O=C1C(O)CC1CCO,120471,7565665
CC1CC1(C)C(C)(C)O,87120,5440625
CCOC(C#N)CCO,118654,7900303
COCC(C)(C)C(C)C,117661,5191762
CC(O)CC1(C#N)CC1,60078,513129
CC#CCCC1COC1,53673,1764480
CC1CC(=O)COC1=O,85568,7240309
OCC1=CC2(CC1)CC2,108938,7371701
CC1(C)CC2COCC21,63980,2033443
CC1C2C(=O)CC(=O)C12,78144,133990
C#CC1CCNCC1=O,47770,5830242
CCC(=O)C1C(C)C1O,98586,4535601
CC1CC(O)C(C)(O)C1,86185,6331088
N#CC1C(O)CC12CC2,89777,6979780
C#CC(OC)C1COC1,99674,9818390
OC1C2=CCOC2C1O,76828,7066957
CCC1(C)C=CC(C)O1,103652,1901899
CC(O)C1CCN1C=O,59702,2535305
CCC1C2C=CC1C=C2,110718,4329208
CC1C2CN(CC#N)C12,80720,7706047
CC(=O)C1CC12COC2,54978,1501191
O=C1C=CC=CC2CC12,43362,4443897
OC1CCC(C2CC2)C1,93961,7217147
O=C1CN(CCCO)C1,122411,7719840
CC#CC1CC(O)C1O,53235,3978488
C#CC1=CCOC12CC2,34629,2983872
COC1C(C)C12CCO2,109711,7607807
C#CC(C)(C)CC1CC1,57623,796672
O=C1COCOC12CC2,47737,6716396
CC#CC1(C(N)=O)CC1,52865,3885125
CC12CCCC(CC1)C2,72481,640615
C#CC(=O)N1CC(O)C1,86525,7369356
CC(O)C1=CCC(=O)N1,59012,3071009
C#CC(C)(CO)C(C)=O,99803,2063825
CC1OCC12C(C)C2O,76550,304713
CC1CC2OCOC12C,92598,6386908
CC1(C)C=CCOCC1,64467,1529358
C#CC(C)(C)C(F)(F)F,133523,1164167
CC1CC(=O)C1C(N)=O,85152,7195438
C#CC(CC)CC(C)C,102300,6662937
COC1CCC(C#N)O1,115427,5872676
CCC(C)C(C)(O)C#N,100646,5885703
C#CCC12OCC1C2C,83444,7260962
C#CC1C(O)C1C(C)O,59077,3078155
C#CCc1c[nH]cc1C,29589,1870690
CCCC(CO)NC=O,118552,3717936
C#CC1CC2C(C#N)C12,34771,3984111
O=C1OC2(CC2)CC1O,89838,7227169
CCCC1CC(C)C1C,120480,7628475
CC1CCC2(COC2)O1,94850,4630050
OC1(C2=CCOC2)CC1,65122,4739110
CC(C)(O)C1(O)CCC1,57358,2203505
N#CC1(O)C=CCNC1,66336,6891769
CCC(C)C(=O)CC#N,100570,4683160
CCC1(O)CCC(=O)C1,104127,3727325
CCC(O)COC1CC1,101844,2221990
CC1OC2CC(=O)C1C2,91605,6950360
C#Cc1noc(C)c1C,124931,1955085
CC1CC1C1(C)COC1,88460,6623219
CN1CCC(=O)C1C#N,93323,8843029
N#CC1CC1OCCO,122487,7555499
CC1=CC=CNC(=O)C1,75036,1591872
O=C1CC=CCC2CC12,45878,6539813
CC1=CC(=O)C2(CC2)N1,74082,900396
CCC(C#N)NC(C)C,102305,3416901
Cc1oc(N)c(C)c1C,26653,270996
C#CC1CC(OC)C1C,112525,8314680
CC#CC1(N)CC1C#N,52802,2383182
CCC1CCOC(=O)O1,116076,2503330
CCC1OCC(CO)O1,115509,3853470
CCC(C)(C)C#CC#N,99934,6931827
CC12COCCC1C2O,83999,1024030
CC1OCC=CC1(C)O,95514,6586331
C#CC(C#N)C(O)CC,100620,4283261
C#Cc1[nH]cc(C)c1C,29314,3083615
OC1C=C2CCC2(O)C1,89502,5004316
CCc1cc(C#N)co1,31451,3275068
CC(C)(O)C1OCC1O,94539,2958690
CC1CC(C(C)C#N)C1,56885,2545027
CC1CC=CCC(=O)C1,93065,5117418
O=C1CC2COC1C2O,83503,7180174
CC1=CCC=CC(C)C1,86123,6159905
CC1CC(=O)C2C(C)C12,78167,792685
CC1(O)C=CC(=O)NC1,64080,470409
N#CC1CN2CC(=O)C12,44728,7092814
N#CC1CCCCCO1,35970,4915730
CC1=CC2CC2(C)C1O,76219,361926
CCC(C)n1ccnc1,30705,6439107
C#CCC1(C)CCOC1,64769,1360781
CC(=O)C(C)OCC#N,61904,1719366
O=C1C2CC2CC2CC12,43006,5431412
CC(C)C1CC2CC21C,59545,3773991
CC1CC12OCOC2C,88158,6201299
CCC(C)(CO)C(C)C,100293,5149209
C#CC1CC(=O)C1OC,110165,7644420
C#CC1=C2COC2CC1,34487,3762003
CCC(=O)CC(=O)CO,98977,5726765
CC(CCO)C(=O)CO,117928,888279
N#CC1(C2CC2O)CC1,88505,6234560
OCCC1(O)CCCC1,119013,7475843
O=C1OCCC1CCO,121337,7549754
NC(=O)C1CC2CC2O1,55159,4426314
C1CCOC2CC2CC1,39493,2047369
CC1CC(C)C1NC=O,86361,6582094
COC1(C(C)C)CCC1,105522,9278693
C#CC12C=CC(C=C1)C2,33803,741477
CCCC(C#N)C(C)=O,117511,2982406
CCC1CC(=O)C=C1C,112339,1803137
C1=CCC(OC2CC2)C1,36915,3467825
CC1=CC(=O)C(=O)C1C,76214,341275
CC1C(O)CC2(C)CC12,89406,44637
CNc1cc(O)ccn1,32123,9191574
O=C1C=CCC2OCC12,43386,5761105
CC#CCC(CO)CO,102599,573481
Cc1c[nH]c(O)cc1=O,27303,1401930
CC1CC2C(C(N)=O)C12,90681,5551239
CCC1(O)CCC(C)C1,104175,528548
C#CCCCC(F)(F)F,133636,4873643
CCC(C)C(=O)C(C)O,100531,5204480
CCCC#CC1CC1O,116918,2059957
CC(=O)C(C)NCC#N,61900,22508
C#CCC(O)C(C)(C)C,61163,3044947
CC1CC(C)C2C(C)C12,78236,998978
N#CC1CC2CCC2C1,35548,4950336
CC(C#N)c1cn[nH]c1,124417,2885654
CC(CO)OC1CC1C,101709,2090356
CCCC1C(O)C1(C)C,119905,1886576
COC1OCC=C1C#N,115987,4389592
N#CC1(C2CC2)COC1,33548,6270366
Cc1nccnc1CO,32200,125652
CC1COC12C(O)C2O,76554,6584983
O=C1CC=CC(CO)O1,112476,7717259
C#CCOC(=O)CCO,117445,7611256
CC1=CC2CCOC1C2,74794,1430187
CCC(C)(C#N)C(C)C,99861,6519716
C#CC(C)C1OCC1=O,57020,2646565
CC(=O)C1(C)COC1C,94176,5595476
CCc1ccc(O)cn1,31819,1926496
C#CC1(C)CC2C(C)C21,80359,275219
C#CC1CC(C2CC2)O1,35127,1857529
CC1CC=CC(C)OC1,93912,4714782
CCCCC1CC1(C)O,122440,7160340
O=C1C=C2C=CCC2N1,45298,6260941
CC#CC12C=CCC1C2,53002,3547791
CNC1(C)C(=O)OC1C,103159,9505805
CC1CC2CC1CC2O,91735,6799749
OC1CC12CC=CCO2,88112,7232882
COC(C)C1OC2CC21,101376,9318332
CC(O)(C#N)C1(O)CC1,57270,245927
O=CNCC1CCC1O,94661,7326427
CN1CC(=O)C12COC2,85144,8060920
O=C1COCC2CC2O1,47570,4458307
CC(O)C12CC(O)C1C2,58812,2389467
O=CNC1CC1CCO,120834,7680542
C#CC1CC2(C1)CC2C,87737,5777326
CC1CC(C)(C(C)O)C1,58461,134640
CC1(C)CC1CNC=O,63678,2419311
OCC#Cc1cc[nH]n1,131575,7231979
CC1OC2CC(O)C12C,91353,6136688
CC1(C)C=CC(=NO)C1,22082,1683089
CC1CC2CCOCC12,92646,6086035
CC12CC1OCCCO2,70742,500193
CC(=O)C1(C#N)CNC1,54341,2274976
O=C1CC2CC(CO2)O1,45364,6634512
Cc1ccoc1C(N)=O,25728,434843
O=C1CC2OC1CC2=O,44927,5245541
CC1=CC(C2CC2)OC1,74333,220680
CC1=C(C)C(=O)CCC1,73785,248719
COC1C2CCOCC21,111877,8322339
COC1(C2CC2)CC1C,105266,9649446
CCC1CCOCC1C,116448,3227210
N#CC1CCCCCN1,35969,5005825
O=C1C=C(CO)CNC1,108781,7716835
O=C1C(O)C(O)C2CC12,81931,5989166
N#CC1C2CCC(O)C12,94917,7265609
CC1=CCOCC=C1C,75574,725210
CC1CC1n1nccn1,125889,6296935
CC(C)C1(C)CNC1=O,58531,797447
COC(C#N)C1CCO1,99676,9238141
C#CC1C(C)NC1C#N,85710,6006514
N#CC#Cc1ncco1,23939,5750399
Cc1cocc1N(C)C,26359,8000358
O=CNC1C=CCCC1,51865,4564140
CC1(C)CC1C(O)C#N,56911,120500
C#CC1OCC1(O)C#N,66053,6561148
CC(C)(O)C1=CCCC1,57398,3161011
CCC1CC(=O)C2CC12,112287,2596841
O=C1NCCC2CCC12,47604,6675811
O=CN1CC2CC(=O)C21,50257,6797436
CCC1(C)C2OCOC21,103491,4361302
CCc1occc1C#N,31192,2920630
CNc1cc(C)c(C)[nH]1,31530,9638029
CC1=CC(C)NC(=O)C1,85407,4589525
COC12CCC1CC2O,108482,9309863
CC(O)(CO)C1CC1O,100028,652962
C#CCC1(O)CC1CC,113243,3139872
CC(C)CC1OCCO1,60272,3018040
CCC1CNC(C#N)C1,115415,3910208
CNc1coc(CO)c1,31732,9400257
CC1(C(N)=O)CCOC1,54267,1133360
CC#CC1C=C(C)CC1,53371,2507312
C#CC1CC1(C)C(C)=O,54155,3181284
CC1(O)CC=CC=CC1,64048,188674
CC1C=CC(C)C(C)C1,86207,6724622
CC1=CCC(C)(C)C1C,76231,2118776
COCC(C)(C)C1CC1,117679,4990718
CC1C=CC=CC(=O)N1,85369,5992752
CCC(CC)C(O)CO,100937,7033632
CC#CC12COC1C2C,53041,1676073
CC1(C)C(O)C1CCO,119898,313614
N#CCC1C=CCOC1,36514,6529043
C#CC1(C)CC(=O)N1C,75778,8709662
COc1ccccc1C,32245,9601590
Cc1c(N)ccnc1O,28881,1326128
C#CCc1cnncn1,123332,3041895
COc1cn(C)cc1C,31666,8997241
CC(C)(C#CC#N)CO,99930,2399882
CCCC(C)(O)C(C)C,117657,4061436
CC#CC(O)C(=O)NC,98209,9056002
COC12CCC(C1)OC2,108202,9570712
COC1(C)C(=O)CC1C,103160,9697399
C#CC(O)(CO)CC#N,100238,7670466
CCNC(C)(C#N)CO,117781,8788800
Cc1cc(=O)cc(N)o1,27351,1040177
CNc1ccc(O)cn1,31840,8944580
CC1=CC(O)C(C)C1C,84087,1966296
CC1=CCC2(COC2)C1,75249,57836
CC#Cc1c[nH]c(=O)o1,25682,1258173
C#CC1CC(=O)CC1=O,43526,5314534
C#CC1(C)OC2COC21,65623,655155
C#CCC(C)C(C)CO,100800,3811862
CC#CC(C)C1CC1C,52678,1639233
CC1C(O)C(C#N)N1C,76309,185876
C#CC(C)COCC#N,62185,1447126
CCC1(C)CCOCC1,104447,4063250
O=C1CCC1CC1CC1,46379,6634631
CC1(C(=O)C#N)CCN1,65900,2565500
CC(=O)CC1CCC1O,94578,1823616
CCC(C)C(CO)CO,100933,5149381
COC1CC=CCC1O,115106,4656092
O=CNCC1C2COC12,52166,5953970
CC(=O)C1CC(C#N)N1,54919,2049422
CC(C(N)=O)C1CCC1,60640,2183948
C#CC(C)C1CC2CC21,56974,626323
CC(C)(O)CNCC#N,57557,937077
CC(O)C1CC2COC21,59580,15544
OC1CCOC2C(O)C12,83888,6959520
N#CC(CO)OC1CC1,102747,7237365
CC1C=CC(=O)C1(C)O,84292,8989429
CC1C(O)C(C)C1C#N,76311,14405
CC1=CCC(C)(C)C1=O,75136,776252
O=C1C(O)C2CCOC12,83981,5316060
C#CCCOCC(C)=O,56290,3426809
CC#CCC1CC=CC1,53601,3763933
COCCC1OC2CC12,122563,4866437
CC(O)CC1(C)CCO1,60064,985300
N#CC1C2CCOCC12,35062,5757407
C#CCC(O)C(O)CO,100819,7511972
C#CC1CC1(CC)CC,104740,3107361
C1COCC2(C1)COC2,40968,2382670
CC#CC1CC(O)C1C,53234,2521862
OC1CCCC12CCO2,95964,7266282
C#CC1C(C)C1(C)CO,103089,259669
CC1CC2(C1)CC(O)C2,89560,5413484
CC1=C2COC2C(C)C1,86076,7053878
CC1CC1(O)CC1CC1,87209,7134608
C#CCC12CC1CC2=O,44820,5754417
N#CC1OC2CC=CC12,35504,6886968
CC1(C)CCCC1CO,116180,269326
C#Cc1c[nH]cc1NC,32499,9048202
NC(=O)N1CCC12CC2,55310,4902155
C#Cc1ncn(CC)n1,126742,8864977
COC1C(C#N)C2CC21,111372,9513517
COC(C)C12CCC1C2,101127,9517392
O=C1CNCC2(CC2)O1,47503,6363418
Cc1cc[nH]c1C(C)O,26123,1345040
CCC1CC2CCC1O2,114827,4045626
CCC1(C#N)OCC1O,105638,4035343
O=C1COC2C(CO)C12,111677,7477947
C#CCCC1(O)CC1O,87240,4900217
CC1NCC(=O)CC1O,93522,6592191
C#CC(C)(C)C1(C)CC1,57251,1729112
C#CC1C=C(C#N)CO1,35658,3632807
CN1C(=O)C=CC12CC2,75746,8743123
CC1CC2(COC2=O)O1,90015,7128286
C#CCC1C2OC(C)C12,90512,6484516
COC1COCC2CC21,116330,6966621
Cc1c[nH]cc1CC#N,29590,1460646
C#CC12CCC1C2CC,111699,2828727
CC1CC2C=CC1C2=O,91160,5702389
CCC(C)CC1CC1C,101715,6268436
CC1COC(C#N)C1C,93638,6019713
CC#CCCC1CC1C,53664,2985794
CC1C(CO)C12CCO2,109698,2199044
OCC1CC(O)C2CC12,112854,7612227
COC1C(=O)CCC1C,110036,7791885
CC1OC2(CC2)CC1=O,89828,6013975
N#CC1NCCC2CC21,35919,7082147
CCN1CC(C)NC1=O,112884,8702263
CC1C=C(CO)C(C)O1,108857,6910003
Cc1ccc(N(C)C)o1,26246,8183520
CC1=CC(O)C(C)C1O,84088,59311
CC1C2CCCC(O)C12,83867,7744451
CC1C(=O)C=CNC1=O,75874,2118700
CC1OCCC2COC21,96182,5423990
C#CC(C)c1cocn1,26064,589345
CC1CC2C(CO)OC12,114352,4699165
O=C1NCCC=CC1O,84944,4997282
CCC1C(O)C2CC12O,109868,3110264
COCc1c[nH]c(O)c1,33106,6987834
CCC(=O)N1CC(O)C1,98662,4884873
C#CCc1c[nH]c(N)c1,28024,5806559
CC1(C)CC1C(O)CO,101245,617043
CC1CC1C1CC1(C)C,88677,5550746
OCCCC1OCC1O,122647,7573456
OC1CCOC2COC12,96190,7474362
CCCOC1COC1C,122635,8783044
c1cc(OC2CC2)no1,123816,3157876
CN1CC(=O)C12CCC2,85143,8628414
CCC#Cc1cnoc1,126106,5410883
CC(CC(N)=O)C1CC1,61448,865829
COc1ccc(CO)o1,31982,9588405
C#CC1(C)OC2CCC21,65619,1023594
C#CC1OC2C1C2(C)C,62779,690766
C#CC1C2CC(C)OC12,90463,6562957
N#CC(=O)C1(O)CCC1,65906,5253455
CC1=C(C)C(O)C(C)C1,86062,4551237
O=C1NCC2C=CC1C2,46844,4996243
CC1CC1(C)OC(N)=O,87186,6609548
COCC1OC(C)C1=O,120470,6242395
CCC1(CC)CCCO1,104878,3244679
C#CC(=O)C(C#N)CC,99459,4850235
CC12C(O)CC1C2CO,110850,3094400
CC1COC2C(O)C2O1,83286,5291815
N#CC1CC2CCC1O2,35517,5068169
O=C1CC(C#CCO)O1,97761,7330643
COC1COC1C(C)O,115720,5536239
CC1COCCN1C=O,96429,6929449
N#CC(O)CC1CCC1,61669,6233922
C#CCCN(C=O)CC,102918,8788049
C#CC1CCC=CCC1,35844,2119922
CNC(=O)C#CCC#N,98040,9385742
CC1C2COC(C#N)C12,83209,7342624
CC1C=CCCC(=O)O1,85614,6457135
CC1COCC12CC2O,88161,5793603
CCC1OC2CC12C#N,114572,3910635
CC1C(=O)CCNC1=O,75956,1651576
CC1CC1C1C(C)C1C,88592,6636787
C#CCC(OC)C(C)O,102172,9064081
COCC(C)C(C)(C)C,117984,4823855
CC(=O)C1COCCO1,55458,1574651
CC(=O)C1(C)CCC1C,94165,5455723
CC1=C(C)C(=O)N(C)C1,86057,8130320
C#CCC1NC(C)C1=O,86766,6013355
CC1=C(CO)COC1=O,108603,449501
N#CC1(O)CC1C1CC1,65368,6445706
N#CC1CC12CC1CC12,35195,4866752
CC1(O)C(O)CC2CC21,91932,3101331
CCC12C(O)CC1C2O,105882,2717484
O=C1CC(O)CC2CC12,91893,7313025
C#CC(C)NC(=O)NC,99064,9292790
CC1CC1C1(O)CCC1,88461,5639859
CC1CC2OCC2(C)C1,92501,5455288
C#CC12COCCC1C2,34019,1476649
CCc1cnc(N)nc1,31809,2006507
CC#CC1(C)CC2CC21,52810,3468545
CCCC1CCC(C)O1,121109,7155566
C#CC(CO)N(C)C=O,99584,8085268
N#CCC1CC1(O)CO,103889,7316625
C#CCCC1CC=CC1,36705,3121269
CC1=CC(=O)CC1(C)O,74146,1568826
CN1CCC(=O)C2CC21,93380,9885275
CC1CC2(CC(=O)C2)O1,89550,7181030
CC1=CC2(C)CCC1O2,74440,3370730
CCC1=CCC(=O)CC1,109126,4165385
CC1COCC2(CC2)O1,96097,4680260
CC1OCC1(C#N)CO,105623,6883074
OC1CCC2=CCCC21,94902,7276923
O=CNCC1CC1CO,114019,7436609
CC12COCC1CC2=O,73641,25134
CC1=CCC2(CCC2)C1,75247,1570124
C#Cc1nc(C)[nH]c1C,27642,2635109
OC1CC=C2CCOC21,92861,7332312
CC1COC2CCC1C2,95307,4979743
c1cnn(C2CCC2)n1,123749,2948193
CC1CC(OC(N)=O)C1,86809,5170958
CC1OCC=CC1CO,112116,6116518
O=C1CCNC12COC2,47402,6695795
N#CC1(O)CCC(O)C1,93729,7218664
CC1C(=O)C(CO)N1C,109561,6497114
CC12C=CCC1CCO2,73672,1031505
CCC1=CC2COC2C1,109082,4186440
CCCOCC(C)(C)O,122881,8151296
CCC1CC2C(O)C12O,114317,3226701
CC1C(C)C2CCCC12,76894,555929
O=CNC1CC(CO)C1,113110,7508827
CCC1CCN1C(C)=O,115675,3623188
CC(C)C#CC1COC1,57792,2101902
COCCC(C)C(C)O,121921,5358819
CCC1CC12CCCC2,113576,3168918
O=C1NCC1C1(O)CC1,65243,6384919
CC1CC(O)C2CC12C,86387,5969386
CC1C=CCC12CC2O,87900,7258945
CC1C(O)COC1C#N,93627,1131150
CC(O)(C#N)C1COC1,57286,911124
CC#CC(CC)C1CC1,99707,5843894
CC1C=CC(C)CCC1,95813,5593444
COCC1(C)OCC1O,118972,5102145
CC1OCC(CO)CO1,115378,7031311
C1OCC2CCC2CO1,42041,3467926
CCc1ccnc(=N)o1,32008,1582336
N#CCC1(O)C2CCC21,64667,4388582
CC(=O)NC(C)CC#N,61283,3018854
CC1CC=CC1C(N)=O,92964,5888083
C#CCCN(C=O)C=O,48307,6972234
C#CC(C)C1CC(O)C1,56883,2610272
C#CC(=O)OCC1CC1,42481,5307344
CC1C(C)C1OC(N)=O,76657,1137988
CCC1(C)CC(OC)C1,112611,3438934
CCC1COC(C)C1O,115341,2314094
OCC#Cc1cc[nH]c1,30586,7267016
C1CC2COC2CCO1,42049,2883473
N#CC(O)c1ccc[nH]1,26055,4752890
CCCC(=O)C1(C)CC1,117191,3623975
CCC(C)n1cncn1,126159,4438181
CCC(O)CCCC#N,101873,3489185
CC(O)C1(C#N)COC1,58710,1359747
O=C1NCC1CCCO,122611,7545233
COC(CO)CC1CC1,102659,9282997
C#Cc1[nH]ccc1CO,31312,7550246
CC1NC(=O)COC1C,93518,5491489
C1=CCC2(CC1)CCO2,40939,1279327
CC1(C2OC3CC32)CC1,65202,1133117
COC1CCCCC1C,116459,6629265
CC1(C)C2CC2C2CC21,62999,142685
O=C1C(O)CC2C(O)C12,80469,5666423
CCC1=C2CCC2CC1,108701,4285364
CC1=CCC2CCC12C,75358,2117896
CC#CCn1ccnc1,25713,3562818
O=C1NCC2=CCCC12,46630,5733931
O=C1CCOC12COC2,47404,4598648
N#CC12COC1CC2O,92410,7262392
CC1=CC(O)C(C)(O)C1,84123,1363852
CCCOC1C(C)C1C,122348,8294024
Cc1cc(C(C)C)co1,26318,2640984
CC1CCOC(C)C1=O,95782,4742422
COC(C)(C)C(C)C#N,99993,9295944
CCCC1(CO)CCO1,119083,1512628
COC1(CO)CC(O)C1,104722,9425109
CC#CC1=CCC(=O)C1,53068,3014250
OC1CCC=CC12CC2,95522,7365640
COCC#CC1CCO1,116933,5074053
C#CC1OCC1OCC,121189,8168380
CCC1(C)OC2CC2O1,104031,1580031
CC1C(O)C(C#N)C1O,76308,51717
C#CC(O)(C#N)C(C)=O,53919,2063855
CC1(C)COCC1=NO,22174,1030000
CC(O)C(C)C1COC1,58267,955463
CC(C)CC1CCOC1,60270,3602080
C#CC1CC2CCC1C2,35506,2381948
CCCOCCNC=O,123226,7883414
CC(C)C(C#N)C1CC1,58046,3916318
